companyName,companyAddress,companyIndustry,companyCountry,companyContacts,companyTel,companyPhone,companyFax,companyMail,userName
"JAYBEST INTERNATIONAL LIMITED","NO.1,SHEHU LAMINU WAY,G.R.A.ROAD,OPPOSITE NITEL PLC COMPLEX,P.O.BOX 1163,MAIDUGURI,BORNO STATE",办公文教,尼日利亚,"SIR JUDE CHIDOZIE UMEOKEKE",,"00234 76 233228/236225","00234 76 342227",JAYBEST@ALPHA.LINKSERVE.COM,JAYBEST
"JOE-N-ASSOCIATES LTD","5/F BALOSUN STREET LAGOS (SHOP A9 WEST END PLAZA)",办公文教,尼日利亚,"SUNNY JEAN",,"00234 8033219348",,JOE-ND2000@YAHOO.COM,JOE-ND2000
"MAC-GOJIMS VENTURES LTD","48 IWEKA ROAD ONITSHA",办公文教,尼日利亚,"JONAS MOZIE",,"00234 46 212228/212268/90508804",234,MAC_GOJIMS@YAHOO.COM,MAC_GOJIMS
"PPM Zimmerlund AS","Bernt Ankersgt. 10 B, NO 0183, Oslo",办公文教,挪威,,,"0047 22 03 81 00","0047 22 36 41 06",hallergoth@ppmzimm.com,hallergoth
"INDEX FORM OG RETAIL AS","HARALDSGATEN 95 HAUGESUND 5528 NORWAY",办公文教,挪威,"Oystein R. Lundberg",,47-48494056,,orlund@gmail.com,orlund
Andersen‘s,"Svegeskogen, NO 4400, Flekkefjord",办公文教,挪威,,,"0047 38 32 05 80","0047 38 32 05 90",andersens@andersens.no,andersens
"oedegaard Engros A/S","Skarboevik, NO 6028, aalesund",办公文教,挪威,,,"0047 70 109292","0047 70 109290",ode@norengros.com,ode
Haugsvaer,"Drammensveien 154, NO 0212, Oslo",办公文教,挪威,,,"0047 22 55 92 25","0047 22 55 89 42",haugsvaer@c2i.net,haugsvaer
"Bekken & Stroem Yrkesklaer AS","Alfarveien 22, NO 2816, Gjoevik",办公文教,挪威,,,"0047 61 13 09 20","0047 61 13 0325",bekken.strom@c2i.net,bekken.strom
"PMS AS","Verkstedveien 23, NO 1401, Ski",办公文教,挪威,,,"0047 64 85 61 70","0047 64 87 61 10",pmsas@online.no,pmsas
"Scan Lamps A/S","Dalaneveien 53, NO 4618, Kristiansand",办公文教,挪威,,,"0047 38 00 29 00","0047 38 00 29 01",admin@scan-lamps.no,admin
"Signex A/S","Fossveien 24 A, NO 0551, Oslo",办公文教,挪威,,,"0047 22 35 50 00","0047 22 38 61 80",signex@signex.no,signex
"Jacobsen A/S","Per Krohgs vei 4, NO 1065, Oslo",办公文教,挪威,,,"0047 23 14 13 00","0047 23 14 13 14",papir@adjac.no,papir
"LYCHE KONVOLUTT AS","NEDRE EIKERVEI 14,POSTBOKS 2171 STROMSO,DRAMMEN",办公文教,挪威,"JAN WEGENER",,"0047 32 245000/811909/90039421","0047 32 245039",JAN.WEGENER@LYCHE.NO,JAN.WEGENER
"Thoresen Paper & Boards Ltd. AS","Drammensveien 40, NO 0255, Oslo",办公文教,挪威,,,"0047 22 12 81 05","0047 22442417",thorpap@thorpap.no,thorpap
"BI-SILQUE ARTIGOS PARA CASA E ESCRITORIO,S.A.","RUA CAIS DA ESTACAO AP.43,3 886-909 ESMORIZ",办公文教,葡萄牙,"RICARDO GUIMARAES",,"00351 256 750120","00351 256 751141",info@bisilque.com,info
"NELCO COMERCIO E ELECTRONICA,LDA.","RUA DOS CAVALEIROS,81-1100-133 LISBOA",办公文教,葡萄牙,"RAJIV BABU DUARCADAS",,"00351 21 8879551","00351 21 8885763",RAJIV@MAIL.TELEPAC.PT,RAJIV
"TITON89, INC.","No.8 Rm101,Alley3297 Hong Mei Rd. Shanghai, 201103, CHINA",办公文教,其他,,,021-6465-4848,021-6465-4949,taiyu88@hotmail.com,taiyu88
"XIAMEN JIMEI PRINTING CO.,LTD","NO166 SHIGU ROAD,JIMEI,XIAMEN,CHINA",办公文教,其他,,,0592-6686322,0592-6686277,SERVICE@JIMEIPRINT.COM,SERVICE
"DAIMARU FUJII INC.","8-20,1-CHOME,KIKUSUI 3-JO,SHIROISHI-KU,SAPPORO",办公文教,日本,"KEIICHI FUJII",,"0081 11 8182111","0081 11 8215391",CENTRAL@DAIMARUFUJII.CO.JP,CENTRAL
朝日企划股份公司,斡裣斡袷斜鼻本乡町350号,办公文教,日本,小野寺千代子,,"0081 48 6528171","0081 48 6543159",SANGOKU@BEIGE.OCN.NE.JP,SANGOKU
"HOYU BOOK STORE","8,YOSHIDA KAGURAOKA-CHO,SAKYO-KU,KYOTO",办公文教,日本,"HIROTAKA DOE",,"0081 75 7611285","0081 75 7618150",HOYUBOOK@MBOX.KYOTO-INET.OR.JP,HOYUBOOK
"OTA KK","41, OCHIAI-CHO, KITA-KU NAGOYA-SHI, AICHI 4620017",办公文教,日本,"OTA ICHITARO",,"0081 52 902 4711","0081 52 9020552",KANRI@OTA.CO.JP,KANRI
"RIGHT CO LTD","12, NISHIMIZUE 4-CHOME, EDOGAWA-KU, TOKYO 1340015",办公文教,日本,"NAKAMURA KENJI",,"0081 3 3653 4320","0081 3 36538781",TAKISHIMA@RIGHT.JP,TAKISHIMA
"FUSHIMI UENO KYOKUSHODO","2-66 NISHIURA-CHO,FUKAKUSA,FUSHIMI-KU,KYOTO",办公文教,日本,"TSUNEO UENO",,"0081 75 6421347","0081 75 6425400",INFO@FUSHIMI-UENO.CO.JP,INFO
"NAKAYAMA CORPORATION","NAKAYAMA BLDG. 7-32, MINAMIAZABU 2-CHOME, MINATO-KU, TOKYO 1060047",办公文教,日本,"NAKAYAMA YOSHINORI",,"0081 3 52324421","0081 3 52324428",nkcorp@co.jp,nkcorp
"MIKI TOKUSHU PAPER MFG.CO.,LTD.","156 KAWANOE CHO,KAWANOE,EHIME",办公文教,日本,"TERUHISA MIKI",,"0081 896 583373","0081 896 582105",INFO@MIKITOKU.CO.JP,INFO
"HOKUO JIMUKI KK","2-2, MINAMI 2-JO HIGASHI 5-CHOME, CHUO-KU SAPPORO-SHI, HOKKAIDO 0600052",办公文教,日本,"CHINO, SHIGEO",,"0081 11 2711435","0081 11 2217702",info@hokoujimuki.com,info
"KIMOTO CO., LTD","19-1, SHINJUKU 2-CHOME, SHINJUKU-KU, TOKYO 160-0022, JAPAN",办公文教,日本,KAKO,,"0081 3 33500641","0081 3 33504900",os-info@kimoto.netjoy.ne.jp,os-info
"KOBAYASHI KIROKUSHI CO., LTD.","115, KITATAKANE. OGAKIE, KARIYA. AICHI 448－8656",办公文教,日本,半田阳一,,"0081 566 265303","0081 566 265319","kirokushi @tcp.ip.or.jp","kirokushi "
"Koizumi Sokki Mfg. Co., Ltd.","3816-3, Nishizumachi, Nagaoka-shi, Niigata-pref. 940-2126",办公文教,日本,,,"0081 258 22 6860","0081 258 22 6867",mimy@fymetrix.co.jp,mimy
"Josephson AB","J.A. Wettergrens g 7, SE 42130, Vastra Frolunda",办公文教,瑞典,,,"0046 31 89 26 00","0046 31 16 47 50",mail@hsjosephson.se,mail
"Sandstrom & Soner","Varmdov 738-740, SE 13235, Saltsjo-Boo",办公文教,瑞典,,,"0046 8 747 02 80","0046 8 747 02 14",b.sandstrom@home.se,b.sandstrom
"Pappersgrossisten i Jonkoping AB","Kampev 22, SE 55302, Jonkoping",办公文教,瑞典,,,"0046 36 34 49 90","0046 36 34 49 99",pappersgrossisten@telia.com,pappersgrossisten
"Gustafsson AB","Virkesv 3, SE 12030, Stockholm",办公文教,瑞典,,,"0046 8 442 19 00","0046 8 442 19 29",tryckeriet@bgab.se,tryckeriet
"Savsjo Fargfabrik AB","Hagnen, SE 57691, Savsjo",办公文教,瑞典,,,"0046 382 612 05","0046 382 129 33",savsjo.farg@swipnet.se,savsjo.farg
"Lindstrom Pappers AB","Johannesfredsv 15, SE 16869, Bromma",办公文教,瑞典,,,"0046 8 80 20 60","0046 8 80 44 10",marten@larslindstrompapper.se,marten
"Barkassen AB","Gustavslundsv 167, SE 16151, Bromma",办公文教,瑞典,,,"0046 8 445 97 60","0046 8 445 97 69",info@barkassen.se,info
"BRODERNA LJUNGQUIST AB","BOX-76,SE-43121 MOLNDAL",办公文教,瑞典,"MR.THOMAS SUNDBERG",,"0046 31 7212200","0046 31 7212219",INFO@BRODERNA.COM,INFO
"Svexico AB","Staffans v 7, SE 19278, Sollentuna",办公文教,瑞典,MR.MALMSTEN,,"0046 8 626 27 00","0046 8 754 42 11",shoes@svexico.se,shoes
"Kullbergs Kontorsvaror AB","Ringv 45, SE 61135, Nykoping",办公文教,瑞典,,,"0046 155 29 29 40","0046 155 29 29 49",butik@kullbergs.se,butik
"I.M.X. IND‘L. MACHINES EXPORT","MANSTORPSVAGEN 20,S-263 32 HOGANAS SKAANE",办公文教,瑞典,"MR. AL KAK",,"0046 423 33 317","0046 423 33 317",imxltd@whoever.com,imxltd
"Bigso AB","Tallgolsg 4, SE 38236, Nybro",办公文教,瑞典,"Henric Adolfsson",,"0046 481 425 00","0046 481 425 01",info@bigso.se,info
"IMOK CARDS CORP.","KATHARINENWEG 6,CH-8027 ZURICH",办公文教,瑞士,,,"0041 1 2012881","0041 1 2012887",INFO@IMOK.CH,INFO
"comput ingenieros s.a. de c.v.","4o. calle poniente no.412 plaza minerva local 7",办公文教,萨尔瓦多,"elder rivera",,6616604,6603483,comput@navegante.com.sv,comput
"ETS CHAOUI","3,RUE MOHAMMED V,DAKAR",办公文教,塞内加尔,"AHMED CHAOUI",,"00221 8213388/6384111","00221 8213388/8423646",ETSCHAOUI@HOTMAIL.COM,ETSCHAOUI
"MOUSTAPHA GUEYE","KM.7, BLVD. DU CENTENAIRE DE,LA COMMUNE, DAKAR",办公文教,塞内加尔,"MOUSTAPHA GUEYE",,"00221 832 34 01","00221 832 36 84",TEKACCESS@SENTOO.SN,TEKACCESS
"ANDREAS CHRYSOSTOMOU GENERAL TRADING LTD","50-52 MILTONOS STR.OMONIA,P.O.BOX 51763,3050 LIMASSOL",办公文教,塞浦路斯,"ANDREAS CHRYSOSTOMOU",,"00357 5 395388/9638540","00357 5 395619",ACGTLTD@SPIDERNET.COM.CY,ACGTLTD
"ANDREAS J. PAPAFIGGOS","POB. 50523, 9 ELENIS PALEO.ST.,LIMASSOL",办公文教,塞浦路斯,"ANDREAS J. PAPAFIGGOS",,"00357 25 36 42 55","00357 25 35 90 81",papafiggos@cytanet.com.cy,papafiggos
"R.AGROTIS & SON LTD","1,PRESIDENTIAL AVE.,P.O.BOX 24542,1300 NICOSIA",办公文教,塞浦路斯,"PAVLOS AGROTIS",,"00357 22 314771","00357 22 314283",AGROTISR@CYTANET.COM.CY,AGROTISR
"VICTORIA SPORTS CENTRE (PTY) LTD.","P.O.BOX 354, VICTORIA",办公文教,塞舌尔,"GERARD LEONG",,"00248 322569","00248 321117",GLEONG@SEYCHELLES.NET,GLEONG
"COPATRA GRAPHICS PAN ARABIAN TRADING EST.","ANANCO SJ-P.O.BOX 5793 JEDDAH",办公文教,沙特阿拉伯,"ABDULAZIZ AL-THWABITAH",,"00966 2 6711888 EXT.:211/53694330","00966 2 6729286",AZIZ@COPATRA.COM,AZIZ
"NEDA‘A CENTRE","P.O.BOX: 1247,JEDDAH 21431",办公文教,沙特阿拉伯,"ABDUL AZIZ A.SHABAN",,"00966 2 6872710","00966 2 6803112",NEDAA@JAMJOOM.COM,NEDAA
"ADWAA ADVERTISING AGENCY","P.BOX: 100147-JEDDAH 21311",办公文教,沙特阿拉伯,"ENG. MOHAMMED M. AL-AREEFI",,"00966 2 6981699/55680006","00966 2 6831398",ADW2002@ATHEER.NET.SA,ADW2002
"HISHAM A AL-ANSARI TRADING EST.","P.O.BOX: 1814,DAMMAM 31441",办公文教,沙特阿拉伯,"HISHAM A.AL-ANSARI",,"00966 3 8350485","00966 3 8350486",HALANSARI@COMPUSERVE.COM,HALANSARI
"AL-NAHDI STORES","P.O.BOX:60434 DAMMAM KSA ST.13",办公文教,沙特阿拉伯,"MOUNSER A.AL-NAHDI",,"00966 3 8269313/8272872/55423954","00966 1 8269928",MUNSARALNAHDI@YAHOO.COM,MUNSARALNAHDI
"AL SHAKHS TRAD. EST.","P.O.BOX:1530 DAMMAM",办公文教,沙特阿拉伯,"ABDUL JALIL AHMAD",,"00966 3 8260392/55822895","00966 3 8274866",ALICCO@HOTMAIL.COM,ALICCO
ALMAKTABA,"P.O.BOX 1231 JEDDAH",办公文教,沙特阿拉伯,"SAEED I. BOKSMATI",,"00966 2 6620890/55623450","00966 2 6620530",MAIL@ALMAKTABA.COM,MAIL
"STEYEL ADVERTISING","P.O.BOX 59935 RIYADH",办公文教,沙特阿拉伯,"ABDULAZIZ AL SAMANI",,"00966 1 2170009/54429335","00966 1 2170008",STE_YEL@YAHOO.COM,STE_YEL
"AL-MANHAL STATIONARY","PRINCE MAJID STREET (AL SABEEN) AL RAJHI BUILDING,JEDDAH",办公文教,沙特阿拉伯,"MOHAMMED ALI",,"00966 2 6753746/6756600/55783328","00966 2 6753746/6756600",AL_MANHAL_STATIONARY@YAHOO.COM,AL_MANHAL_STATIONARY
"DIVISION OF OBEIKAN INVESTMENT GROUP","P.O.BOX:62807 RIYADH 11595",办公文教,沙特阿拉伯,"MAHMOUD AL-RACHID",,"00966 1 4160018/4654424","00966 1 4650129",ALRACHID@OBEIKANBOOKSHOP.COM.SA,ALRACHID
"H.DAYA CHINA LTD. JEDDAH OFFICE",JEDDAH,办公文教,沙特阿拉伯,RAJESH,,"00966 2 6485413/6494730","00966 2 6481207/6485413",HDAYAJED@NSSEEJ.SA,HDAYAJED
"AL-JENEDI EST.","P.O.BOX:5156,JEDDAH 21422",办公文教,沙特阿拉伯,"MOHAMMAD A.JEBRIL",,"00966 2 6430455/6422391/55676344","00966 2 6444823",RAINBOW@SPS.NET.SA,RAINBOW
"JOLLY SOUVENIRS","VIA CIBRRIO 25,47893 BORGO MAGGIORE",办公文教,圣马力诺,"GUIDO MORETTI",,"00378 549 907444","00378 549 907400",INFO@JOLLYSOUVENIRS-SRL.COM,INFO
"JUPITER TRADING CO.LTD.","32A,K CYRIL C PERERA MAWATHA,COLOMBO 13",办公文教,斯里兰卡,"Mr. UPALI NAVARATNE",,"0094 1 323670/433943/343903/470103","0094 1 430697",DUDLEY@SRI.LANKA.NET,DUDLEY
"ESMAILJEE KARIMBHOY & CO.","20,STATION ROAD,COLOMBO-4",办公文教,斯里兰卡,"MANSOOR ESMAILJEE",,"0094 1 592955/503157/77780096","0094 1 500302/581930",EKCOSA@SOL.IK,EKCOSA
"P.S.DODANFODA & CO.","61,GALLE RD,MORATUWA",办公文教,斯里兰卡,"MR.PASINDA DODANFODA",,"0094 1 645476","0094 1 645276",PSDODAN@DIALOGSL.NET,PSDODAN
"RICHCO INTER-GRAPHICS (PVT) LTD","NO.178,ALWIS TOWN,WATTALA",办公文教,斯里兰卡,"Mr. H.G. GURUGE",,"0094 1 938813/938814","0094 1 938815",RICHGRAF@SRI.LANKA.NET,RICHGRAF
B.S.ENTERPRICES,"23,VANROOYEN STREET,COLOMBO 13",办公文教,斯里兰卡,V.BALASURENDRAN,,"0094 1 421324","0094 1 524918",NEELAKAN@EUREKA.LK,NEELAKAN
"NISSICO(PRIVATE)LTD.,MANCO SUNDRY STORES","158,BANKSHALL STREET,COLOMBO 11",办公文教,斯里兰卡,"MR.ALI ASGAR ABBAS",,"0094 1 2342309/2430602/71728420","0094 1 2437801",NISSICO@SLT.LK,NISSICO
"RAVIMAL BAGS SHOWROOM","8/57 ,YAKKALA ROAD,BANDARAWATTA,GAMPAHA",办公文教,斯里兰卡,"SHANTHA D WIJESINGHE",,"0094 33 23159/23061/30427/72246562","0094 33 23061",RAVIMALB@EUREKA.LK,RAVIMALB
"GRAPHIC SYSTEMS INTERNATIONAL (PVT) LIMITED","# 835,KOTTE ROAD,ETUL-KOTTE",办公文教,斯里兰卡,"KEERTHI GUNAWARDANE",,"0094 11 5333371/5333374/777350677","0094 11 2867280",GRAPHIC@SLT.LK,GRAPHIC
"TECHNO ENTERPRISES","304-A,SEA STREET,COLOMBO-11",办公文教,斯里兰卡,"RAJ MUTHIAH",,"0094 1 323057/435073/77723307","0094 1 332762/508379",TECHNO@SLTNET.LK,TECHNO
"PREMIER AGENCIES","11/2,PARK LANE,NAWALA RD.,RAJAGIRIYA",办公文教,斯里兰卡,"PIYAL RATNAYAKE",,"0094 1 878026/405315/77378688","0094 1 864939/878026",PREMIERA@SRI.LANKA.NET,PREMIERA
"SNA ENTERPRISES","231 1/1,OLD MOOR STREET,COLOMBO-12.",办公文教,斯里兰卡,KAMRUDEEN,,"0094 1 348721/347758/777306447","0094 1 438879/551384",ALISNA@SLTNET.LK,ALISNA
"D. SAMSON AND SONS LIMITED","110, KUMARAN PATHNAM ROAD, COLOMBO 2",办公文教,斯里兰卡,"D. NANDADASA RAJAPAKSA",,"0094 1 436733/437774","0094 1 440890/335884",dsi_cmb@slt.lk,dsi_cmb
"LEMAT,S.R.O.","Potocna 34,Bratislava",办公文教,斯洛伐克,"TIBOR BRUCKMAYER",,"00421 2 44872506","00421 2 44880114",LEMAT@LEMAT.SK,LEMAT
"ZIAR NAD HRONOM","PRIEMYSELNA 31,965 01 ZIAR NAD HRONOM",办公文教,斯洛伐克,"RASTISLAV HRIN",,"00421 45 6727171/6734787/905 747971","00421 45 6727138",CORAL@MAIL.VIAPVT.SK,CORAL
"POT,LJUBLJANA,D.O.O.","SAVLJE 89,SI-1000 LJUBLJANA",办公文教,斯洛文尼亚,"JERNEJA CENDAK",,"00386 1 5807904","00386 1 5612502",JERNEJA.CENDAK@POT.SI,JERNEJA.CENDAK
"DZS D.D.,TRGOVINA","LJUBLJANA,SMARTINSKA 152,HALA Ⅷ",办公文教,斯洛文尼亚,"BOJAN FORJAN",,"00386 1 5402292/41611761","00386 1 5851723",BOJAN.FORJAN@DZS.SI,BOJAN.FORJAN
"TRGOVINA IN STORITVE D.O.O.","BREZJE 22,SI-8273 LESKOVEC PRI KRSKEM",办公文教,斯洛文尼亚,"BORIS KLJUN",,"00386 7 4913740/41630502","00386 7 4913741",GENESIS@SIOL.NET,GENESIS
"BALEELA DEVELOPMENT CO.,LTD.","P.O.BOX 6597 KHARTOUM NORTH",办公文教,苏丹,"HASHIM YOUSIF EL DIGAIR",,"00249 13 232003","00249 13 231983",ELDIGAIR@YAHOO.COM,ELDIGAIR
"SAABIR GROUP OF COMPANIES L.L.C.",MOGADISHU,办公文教,索马里,"MOHAMUD HUSSIEM FARAH",,"00252 1 216968","00252 1 270313",SAABIR114@YAHOO.COM,SAABIR114
台湾美声企业有限公司,台北市松江路６７号２楼,办公文教,台湾,翟醒,,"00886 2 25072591","00886 2 25074031",maximtwn@ms5.hinet.net,maximtwn
辉城电子股份有限公司,云林县刺桐乡六合村新兴７２之１５号,办公文教,台湾,陈瑞星,,"00886 5 5712308","00886 5 5712326",ltec@ltec.seed.net.tw,ltec
英属盖曼群岛商金百利克拉克股份有限公司台湾分公司,台北市信义路五段８号８楼,办公文教,台湾,马凯仕,,"00886 2 23458388","00886 2 23458387",licca.liu@kcc.com,licca.liu
扬格企业有限公司,桃园市南丰街340号,办公文教,台湾,吕绍铨,,"00886 3 3673891/3611751/952064665","00886 3 3673892",LUCKY609@MS29.HINET.NET,LUCKY609
三圣企业股份有限公司,台北县汐止市大同路二段１７５号１２楼之１,办公文教,台湾,蔡惠兰,,"00886 2 86926123","00886 2 86926122",prolai@ms36.hinet.net,prolai
上枫纸业有限公司,桃园县平镇市太平西路２０５号,办公文教,台湾,林玉珠,,"00886 3 4603027","00886 3 4603632",sun-fan-p@wohoo.com.tw,sun-fan-p
家驹实业股份有限公司,高雄县大寮乡大发工业区兴业路１２之１号,办公文教,台湾,苏启元,,"00886 7 7873246","00886 7 7873431",cicjtape@ms18.hinet.net,cicjtape
瀚文企业股份有限公司,台北市松德路１７１号２０楼之２,办公文教,台湾,朱于福,,"00886 2 27596116","00886 2 27596186",hw888@tpts8.seed.net.tw,hw888
恒D企业有限公司,台北芝玉路一段２１０之３号,办公文教,台湾,张舜亮,,"00886 2 28339167","00886 2 28339167",hytp45@ms22.hinet.net,hytp45
辅懋实业有限公司,彰化县秀水乡番花路261-1号,办公文教,台湾,郭令彬,,"00886 4 7680766","00886 4 7681380",J1017305@MS49.HINET.NET,J1017305
亚力山大企业股份有限公司,台北县三重中兴北街１９巷２号,办公文教,台湾,康耀溪,,"00886 2 22981516","00886 2 22982166",alexande@ms1.timenet.net,alexande
海亿股份有限公司,台北市忠孝西路一段２３号２楼,办公文教,台湾,徐志湖,,"00886 2 22982688","00886 2 22982396",seapower@mail.ttn.com.tw,seapower
"LADY CARDS COMPANY","板桥市文圣街211号B1 台北县 台湾省",办公文教,台湾省,郭钟鸿,,886-02-82581431-,886-02-22542700-,ladycards86@yahoo.com.tw,ladycards86
"MERRY WOW INT'L INC.","17F-2, NO.412, SEC5, ZHONGXIAO E. RD TAIPEI, TAIWAN",办公文教,台湾省,"Anita Huang",,87895639,,journior428@hotmail.com,journior428
"HUA CHING MANUFACTURING CO.,LTD","NO.418,SEC.3, TAICHUNG KANG RD., TAICHUNG TAIWAN PROV",办公文教,台湾省,"Alice Wang",,886422526319,886422526395,h2489945@ms61.hinet.net,h2489945
"MOTA ENTERPRISE CO.,LTD","3F, NO.52, LANE 210, DINGKAN STREET SANCHONG, XINBEI CITY TAIWAN",办公文教,台湾省,"Frank pai",,8675527153290,8675561531996,mota88@gmail.com,mota88
"UNITED CONNEX LIMITED PARTENERSHIP","66/331 MOOBAN NISACHOL, BANGVAKE RD.(SOI CHARAN 13),KLONG KWANG, PASEE CHAROEN, BANGKOK",办公文教,泰国,"XITUAN LIN",,"0066 2 8694093/8694094/8694095","0066 2 8694095",UNITEDCONNEX@HOTMAIL.COM,UNITEDCONNEX
"PAPER BOX (THAILAND) CO.LTD","41/261 NUANCHAN RD.,KLONG KUM,BUENG KUM,BANGKOK",办公文教,泰国,"MR.PIPAT SRISATHAYATHON",,"0066 2 5194670/5194680/9445083","0066 2 5101694",PIPAT.S@MAILCITY.COM,PIPAT.S
"L.K. SUPPLY COMPANY LIMITED","56/388 MOO 10, KWAENG BANGKAE, KHET BANGKAE,BANGKOK",办公文教,泰国,,,"0066 2 8091848/8091849","0066 2 4442135",LKTOMMY@HOTMAIL.COM,LKTOMMY
"99 GROUP CENTER CO.,LTD.","122 NORTH SATHORN ROAD,BANGRUK,BANGKOK",办公文教,泰国,"THEALAPHAN CHANTATUB",,"0066 38 538968 EXT.2787","0066 38 538968 EXT.2718",TPANXWAT@LOXINFO.CO.TH,TPANXWAT
"GUNDAM CORPORATION CO.,LTD.","333 SOMOESPRAPINKLAO RD.,BANGYEEKHUN,BANGPLAD,BANGKOK",办公文教,泰国,"MR.NATT RUNGCHAROON",,"0066 2 4342222","0066 2 4332233",CONTRACT@GUNDAMCORP.CO.TH,CONTRACT
"SIAM TOPPAN PACKAGING CO.,LTD.","543 MOO4 SUKHUMVIT RD.,TAMBON PREAKSA,AMPHUR MUANG,SAMUTPRAKARN",办公文教,泰国,"RUTCHANEE CHAICHART",,"0066 2 7093110-9","0066 2 7093250",RUTCHANC@CEMENTHAI.CO.TH,RUTCHANC
"TRIPLE_B INTERTRADE CO.,LTD.","14/97 MOO 10 CHARUNSANITWONG 13 ROAD,BANGWAK,PHASECHAROEN,BANGKOK",办公文教,泰国,"AREE CHATCHAIRUNGRUANG",,"0066 2 4106569/4106265/13121296","0066 2 4106265",TRIPLE_B2002@HOTMAIL.COM,TRIPLE_B2002
"ACT BUSINESS CO.,LTD.","1213/81 SOI LADPRAO 94 LADPRAO ROAD,WANGTHONGLANG BANGKOK 10310",办公文教,泰国,"SAROCH LAMLERTPRASERTKUL",,"0066 2 9356550-4","0066 2 9356549",ACTCO@LOXINFO.CO.TH,ACTCO
"ENRICH TRADING CO.,LTD.(THAILAND)","26/3 MAEKLONG, MUANG SAMUTSONGKRAM 75000",办公文教,泰国,"MS. NANTARAT WATCHANAPADIT",,"0066 34 711042","0066 34 720616",thai-enrich@yahoo.com.tw,thai-enrich
"MAKRO OFFICE CENTRE COMPANY LIMITED","1705 2ND FL.PHAHOLYOTHIN RD.,LARDYAO,CHATUCHAK,BANGKOK",办公文教,泰国,"GESARIN ANEK",,"0066 2 9395700 EXT.330","0066 2 9395903/9395905",GESARIN@OFFICECENTRE.CO.TH,GESARIN
"SEVEN PACK CO.,LTD.","2074/15-16 NEAR MENAM HOTEL,NEW ROAD,WATPRAYAKAI,GANGKHOLEAM BANGKOK",办公文教,泰国,"WILAILUCK WHANGTHANACHOTI",,"0066 2 2920237/2920238/2920537/2920538","0066 2 6881169",ADPACKPRODUCTION@HOTMAIL.COM,ADPACKPRODUCTION
"H.DAYA CHINA LTD.",BANGKOK,办公文教,泰国,RAJESH,,"0066 2 2581118/2586767","0066 2 2601628",HDAYABK@ASLAACCES.NET.TH,HDAYABK
"PLAST LIMITED","PLOT NO. 89-90 VINGUNGUTI IND. AREA P.O. BOX 8812 DAR ES SALAAM",办公文教,坦桑尼亚,"EDGAR MARSHALL P. ALQUEZA",,"00255 22 2843181/2843182/744261623","00255 741 334480",EDDIEMAR@HOTMAIL.COM,EDDIEMAR
"MULTI COATS LTD","P.O. BOX 24301, DAR ES SALAAM",办公文教,坦桑尼亚,"ALIAKBER ALIBHAI",,"00255 22 2864185/2864194","00255 22 2864185/2864194",TCM@RAHA.COM,TCM
"Ramsingh's Sports World","141 Southern Main Road,Couva,Trinidad W.I",办公文教,特立尼达和多巴哥,"Nal D. Ramsingh",,(868)636-2472,(868)636-5069,rswsport@tstt.net.tt,rswsport
"NEW SHOPPING","COLISEE SOULA NO.101_105 EL MANAR 2",办公文教,突尼斯,"Mr. KHAMASSI HABIB",,"00216 71 874433","00216 71 873144",HABI12345@YAHOO.FR,HABI12345
SO.CO.MO,"RUE FEHRI BEL HADJ ABDALLAH-DAR CHABANE-NABEUL",办公文教,突尼斯,"SAMIA KHOUJA",,"00216 72 363049/98337923","00216 72 224683",STE.SOCOMO@GNET.TN,STE.SOCOMO
"SUNTEK TEKNIK MALZEMELER ITHALAT.SAN.VE.TIC.A.S.","CUMHURIYET BULVARI ERBOY ISHANI NO.82-801, IZMIR",办公文教,土耳其,"HARUN SINAY",,"0090 232 4258410/4414537/4450679","0090 232 4837043",sinay@superonline.com,sinay
"BELINDA FOOD INDUSTRIES TOURISM TRANPORTATION TRADING AND INDUSTRY LTD.CO","BESYOL MEVKII INONU CAD.NO:58,KUCUKCEKMECE,ISTANBUL",办公文教,土耳其,"ERHAN SOYTURK",,"0090 212 4250030","0090 212 5804040",INFO@BELINDA-GROUP.COM,INFO
"BIR-PA KIRTASIYE PAZARLAMA LIMITED SIRKETI","ISTOC ISTANBUL TOPTANCILAR CARSISI 16.ADA NO.4 MAHMUTBEY-IST.",办公文教,土耳其,"HALIL UCURUM",,"0090 212 6593730/6590906/5322869914","0090212 6593730/6590906",HALIL_UCURUM@TNN.NET,HALIL_UCURUM
"M&G FOREING TRADE CO.",ISTANBUL,办公文教,土耳其,"MEHMET GOLEY",,"0090 212 5344548/5344188","0090 212 5347366",M_GOLEY@HOTMAIL.COM,M_GOLEY
"KARABULUT LMT STI","871 SK.NO:48 TASCILARICI KONAK IZMIR",办公文教,土耳其,"KAZIM KARABULUT",,"0090 232 4461703/5322938812","0090 232 4410591",KKARABULUT@TTNET.NET.TR,KKARABULUT
"GUVEN STATIONERY SUPPLIES IMPORT & EXPORT","BABAHASANALEMI MAH. CUIGIRAKLIBOSTAN SOK.NO.29/2 FATIH/ISTANBUL",办公文教,土耳其,"GUVEN CINAR CERMAN",,"0090 212 5241462/5553307396","0090 212 6214215",GCCERMAN136@RT.NET.TR,GCCERMAN136
