"Bauer Nike Hockey Finland","Pakkalankuja 6, FI 01510, Vantaa",玩具,芬兰,,,"00358 9 41 35 67 00","00358 9 41 35 67 10",jukka.viitalahti@bauernike.com,jukka.viitalahti
"KHF Finland Oy","Kaukjarvi, FI 31300, Tammela",玩具,芬兰,"Jaana Moberg",,"00358 3 4 14 21","00358 3 4 35 13 40",khf@khf.fi,khf
"BONGE OY","MAKELANKATU 13,FIN-00550 HELSINKI",玩具,芬兰,"SEPPO TAMMINEN",,"00358 9 701 4075","00358 9 701 4271",info@bonge.fi,info
"K A Weiste Oy","Kalle Weisteen k 4, FI 00720, Helsinki",玩具,芬兰,"Matti Weiste",,"00358 9 35 18 00","00358 9 3 45 43 39",legend@weiste.fi,legend
"SUNWISE FINLAND OY","HELOITTAJANKATU 1,FIN-15520 LAHTI",玩具,芬兰,"RICHARD CAIRNS",,"00358 3 7642402","00358 3 7642389",etunimi.sukunimi@sunwise.fi,etunimi.sukunimi
"TOP-SPORT OY","PULTTITIE 1,00880 HELSINKI",玩具,芬兰,"MARIA RITSCHKOFF",,"00358 9 75516222/505661880","00358 9 75516200",MARIA.RITSCHKOFF@TOPSPORT.FI,MARIA.RITSCHKOFF
Piruetti,"Kauppak 14, FI 33210, Tampere",玩具,芬兰,,,"00358 3 2 12 63 33","00358 3 2 12 51 33",piruetti@yritystele.fi,piruetti
"CLASSIC GOLF","KEILANIEMENTIE 3,FIN-02100 ESPOO",玩具,芬兰,"TUSANI VIRTANER",,"00358 9 445 975","00358 9 445 973",class.golfin@fi,class.golfin
"Suomen Kenttavaruste Oy","Tauskonk 31, FI 33720, Tampere",玩具,芬兰,"Raimo Viljanen",,"00358 3 3 17 42 00","00358 3 3 17 42 01",keva@sci.fi,keva
"MEGA FREE ZONE","CRA.106 NO.15-25 BODEGA 22A2,BOGOTA ZONA FRANCA-P.O.BOX 6763 SANTAFE DE BOGOTA,D.C.",玩具,哥伦比亚,"GUSTAVO GOMEZ",,"0057 1 2846862","0057 1 2848669",MEGAFREEZONE@HOTMAIL.COM,MEGAFREEZONE
"DISTRIBUIDORA LOS ANGELES","CRA. 19 NO. 12-60 OF.100 CENTRO COMERCIAL FECOMERCOL BOGOTA D.C.",玩具,哥伦比亚,"OCTAVIO AGUILAR",,"0057 1 2877747","0057 1 3704789",ANGELO107@LATINMAIL.COM,ANGELO107
NINTENDOMANIA,"CARRERA 4 NO.14-50 OFICINA 810 EDIFICIO ATLANTIS CALI",玩具,哥伦比亚,"ALFONSO NINO ZULUAGA",,"0057 2 8855665/35756203","0057 2 8800405",NINTENDOMANIA@STARMEDIA.COM,NINTENDOMANIA
"AMJEL‘S REPRESENTACIONER","CARRERA 56 NO.7-96 OESTE",玩具,哥伦比亚,"JUAN PABLO TORRES ROZO",,"0057 2 5513851/3108622182","0057 2 5521030","AMJELS@ETB.NET.COM,JUANPATORRES@ETB.NET.COM",AMJELS
BENHABITAT,,玩具,哥伦比亚,57-1-6205455,,"Ing. Juan Carlos Guaqueta",57-1-6205400,proyectos@benhabitat.com,proyectos
"AGROPETS DISTRIBUIDORA","CALLE 40 SUR NO. 30-59 ENVIGADO ANTIOQUIA  055421 COLOMBIA",玩具,哥伦比亚,57-4-3313093,,"Alejandro Ruiz",,intbuyeragropets@gmail.com,intbuyeragropets
"CONSUMO CTDA-EXIM COLOMBIA","CALLE 134 NO 13-83 OFICINA 122, P.O.BOX 180120",玩具,哥伦比亚,"CLOTARIO MORENO",,"0057 1 5200010","0057 1 6331617",EONSUMOLTD_@CABLE.NET.CO,EONSUMOLTD_
"CAROLINA MEDINA URIBE","CALLE 35 # 5SUR-350 MEDELLIN ANTIOQUIA COLOMBIA",玩具,哥伦比亚,57-4-3124380,,"CAROLINA MEDINA URIBE",,caritomedinau@hotmail.com,caritomedinau
"CAROPA IMPORTACIONES LTDA.","CLL.16 NO 41-210 OF.902 MEDELLIN",玩具,哥伦比亚,"MARIO GIRALDO G.",,"0057 2686050","0057 2660893",CAROIMP@HOTMAIL.COM,CAROIMP
"PRORELA S.A.","25 MTS.SUR DE LA CASTELLANA",玩具,哥斯达黎加,"GILBERTO LOPEZ JARAMILLO",,"00506 221 9572","00506 222 0656",GISUMA@SOL.RACSA.CO.CR,GISUMA
"PIERDANT CONSTRUYENDO MARCAS","CENTENO 44-A COL.GRANJAS ESMERALDA,MEXICO CITY",玩具,国外,"FRANCISCO PIERDANT",,"0052 55 91515930","0052 55 91515952",FP_PIERDANT@MAXCOM.NET.MX,FP_PIERDANT
"CORF TRADE D.O.O.","MONTENEGRO,PODGORICA",玩具,国外,"MAKSIM RONCEVIC",,"00381 81 637243/625746","00381 81 621927",MAXO@CG.YU,MAXO
"JIAN PENG TRADING PTE LTD.","141A JOO CHIAT PLACE",玩具,国外,"TONY SUTRISNO",,"0065 90181838","0065 3449470",TONYSUTRISNO@HOTMAIL.COM,TONYSUTRISNO
"COAST LAND SERVICE & SOLUTION LTD.","68-3180 EAST 58TH AVE. VANCOUVER,B.C.",玩具,国外,"HAIWEI ZHENG",,"001 604 4382993","001 604 4382991",HAIWEI@CLEAR.NET.NZ,HAIWEI
"A-OKEY, INC, USA","805 AIRFIELD LANE MIDLAND, MI",玩具,国外,"MARTIN CHAN",,"001 989 6311005","001 989 63115571",GEORGE@A-OKEY.COM,GEORGE
NATURA,"AVNOJA 44 81000 PODGORICA MONTENEGRO",玩具,国外,"MAKSIM RONCEVIC",,"00381 81 637243/67625746","00381 81 637243",MAXO@CG.YU,MAXO
"KIS MING LING IMPORT","P.O.BOX 285 PAPEETE TAHITI FRENCH POLYNESIA",玩具,国外,"Mr.TSANG FRANCKY",,"00689 788528","00689 429329",kis298@hotmail.com,kis298
"POINT PLUS ENTERPRISES GROUP(U.S.A.) CORP.","924 E.MAIN STREET,#105,ALHAMBRA,CA 91801",玩具,国外,"JINKO NEE",,"001 626 3005817/6410765","001 626 3009315",JINKO@EYOU.COM,JINKO
"LP SUPPORT","BEOGRAD,U.PALMEA 24",玩具,国外,,,"00381 11 3430731","00381 11 3434281",TALIBANTRAVEL@YAHOO.COM,TALIBANTRAVEL
"Toys Shop","PAPEERE.TAHITI FRENCH POLYNESIA",玩具,国外,"Mr. JEAN SIN",,"00689 413710/428982/772118","00689 436526",CHOICE-MARKET@MAIL.PF,CHOICE-MARKET
"TNS GROUP",ATYRAU,玩具,哈萨克斯坦,"RUSLAN I.PAKHRUTDINOV",,"007 3007664322",7,TNSRUS@NURSAT.KZ,TNSRUS
"REDFACE OUTDOOR LIFE","281-2,GAMBUK-DONG,HANAM-SI,KYUNGGI-DO",玩具,韩国,"YUNGSUN YOO",,"0082 2 4855283","0082 2 4855284",REDFACE58@HOTMAIL.COM,REDFACE58
"SUNG KYUNG CO.,LTD.","32-4HO,4-KU,YANGPYUNG-DONG,YOUNGDEUNGPO-KU,SEOUL",玩具,韩国,"SE WON,OH",,"0082 2 26365248/26365249/192606758","0082 2 26365339",NAVYUDT@KOREA.COM,NAVYUDT
"GPS CORPORATION","RM.NO.407 JEIL BLDG.832-6,YEOKSAM-DONG KANGNAM-KU,SEOUL",玩具,韩国,"KENNY SEO",,"0082 2 62076880/1191896880","0082 2 62076881",KENNYSEO3@HOTMAIL.COM,KENNYSEO3
"SCIENCE MEDIA","汉城江南区都曲洞416-2南营B/D,6F",玩具,韩国,"KIM HYEK GEE",,"0082 2 5625908/112828252","0082 2 5297561",SCIENCEMEDIA@EMPAL.COM,SCIENCEMEDIA
"MJ ENTERPRISE","626-4 HADAN 1DONG SAHA GU PUSAN 604848 KOREA",玩具,韩国,82-51-2043017,,"RO EUN JOO",82-51-2043571,hana@hanaexpo.net,hana
"DNS INT'L CO., LTD.","931-13 2F DEOKYI-DONG, ILSANSEO-GU, KOYANG CIT KYONGGI-DO",玩具,韩国,9230722,,S.Y.KWON,9230728,lucas888@naver.com,lucas888
"WOOJIN CHARACTER","4F DUJI B/D, 353-18 SHINDANG-DONG CHUNG-GU, SEOUL",玩具,韩国,"KANG-WON JEONG",,"0082 2 22374017/22374018/22375061/114121894","0082 2 22375064",WOOJIN67@KORNET.NET,WOOJIN67
"APPLEBEE PUBLISHING INC",,玩具,韩国,82-2-3652505-111,,"sun young kim",82-3652505-111,sun4889@applbeebook.com,sun4889
UBIPARTS,"#413, SUNKYUNGOFFICETEL, 106-4 GURO5-DONG, GURO-GU, SEOUL, KOREA 152-055 KOREA",玩具,韩国,822-61045011,,822-61045011,822-61045012-2,kyu@ubiparts.com,kyu
"AIS‘ON ENTERTAINMENT","3F,KWANG JIN BLDG,945-8,DOGOK-DONG,KANGNAM-GU,SEOUL",玩具,韩国,CHOI,,"0082 2 34637750/34637752/117267750","0082 2 5775221",ONDALDIO@KORNET.NET,ONDALDIO
INTOTECOS,"3F 12-1 JONGRO5GA JONGRO SEOUL KOREA 439-453 KOREA",玩具,韩国,82-2-7660948,,"kim jai hwan",82-10-23670948-10,intothecos@naver.com,intothecos
"ARTBOX CO., LTD.","1490-25,SEOCHO-DONG,SEOCHO-KU,SEOUL",玩具,韩国,"KYUNG WHA KIM",,"0082 2 5200222","0082 2 5228968",KWKIM@ARTBOX.CO.KR,KWKIM
"OKU Hobby Speelgoed BV","Zonnebaan 30, NL 3606 CB, Maarssen",玩具,荷兰,"F. de Vries",,"0031 30 2410059","0031 30 2414617",info@oku.nl,info
"Keptin Jr.","Denemarkenweg 1, NL-2411 RK Bodegraven, Netherlands",玩具,荷兰,"Dhr. W. Flendrie",,"0031 172 617831","0031 172 610175",info@keptin-jr.com,info
"Motor Import A. J. Huige B.V.","Alexander Handelscentrum, Aluminiumstraat 11, NL-3067 GS Rotterdam, Netherlands",玩具,荷兰,"Dhr. A.J. Huige",,"0031 10 4550699","0031 10 4555144",mimportajh@cistron.nl,mimportajh
"Middelink BV","Postbus 580, NL-7300 AN Apeldoorn, Netherlands",玩具,荷兰,"Dhr. G. Wassink",,"0031 55 5223355","0031 55 5223457",middelink@tref.nl,middelink
"Kempenaar BV","Lange Amerikaweg 73, NL 7332 BP, Apeldoorn",玩具,荷兰,"T. Kempenaar",,"0031 55 5332360","0031 55 5331354",info@Kempenaar.nl,info
"Ikab Chemicals BV","Minervum 1710, NL-4817 ZH Breda, Netherlands",玩具,荷兰,"MR. A. Vermeulen",,"0031 76 5717174","0031 76 5717175",info@ikab.nl,info
"Der Karnevalwierts BV","Oude Roderweg 2, Industrieterrein De Beitel, NL-6422 PE Heerlen, Netherlands",玩具,荷兰,"Dhr. R. Wierts",,"0031 45 5490555","0031 45 5427966",wiert000@wxs.nl,wiert000
"Oosterbeek Verpakkingen BV","AHG Fokkerstraat 22-A, NL-9403 AP Assen, Netherlands",玩具,荷兰,"Dhr. E. Trum",,"0031 592 347272","0031 592 346664",info@oosterbeekverpakkingen.nl,info
"Snoek C.S.A. BV.","Recht van ter Leede 28 B, NL-4143 LP Leerdam, Netherlands",玩具,荷兰,"Dhr. R. Snoek",,"0031 345 599360","0031 345 599758",rsnoek@snoek.com,rsnoek
"Icoma World","Mangaanweg 5, NL-8471 XJ Wolvega, Netherlands",玩具,荷兰,"Mevr. M.E.M Noordam",,"0031 561 689165","0031 561 689174",m.noordam@babico-toys.com,m.noordam
"Tower Holland","Marsdiep 15, NL-8321 MC Urk, Netherlands",玩具,荷兰,"Mr. R. Brands",,"0031 527 686185","0031 527 682860",towertoys@planet.nl,towertoys
